image,Anthocyanin (mg/100g),TPC (mg GAE/g),TFC (mg QE/g),DPPH % Inhibition
Stage4 (114).jpg,78.83,24.85,4.27,37.1
Stage4 (115).jpg,79.03,25.05,4.47,37.3
Stage4 (116).jpg,79.23,25.25,4.67,37.5
Stage4 (117).jpg,79.43,25.45,4.87,37.7
Stage4 (118).jpg,74.83,20.85,0.27,33.1
Stage4 (119).jpg,75.03,21.05,0.47,33.3
Stage4 (120).jpg,75.23,21.25,0.67,33.5
Stage4 (121).jpg,75.43,21.45,0.87,33.7
Stage4 (122).jpg,75.63,21.65,1.07,33.9
Stage4 (123).jpg,75.83,21.85,1.27,34.1
Stage4 (124).jpg,76.03,22.05,1.47,34.3
Stage4 (125).jpg,76.23,22.25,1.67,34.5
Stage4 (126).jpg,76.63,22.65,2.07,34.9
Stage4 (127).jpg,78.03,24.05,3.47,36.3
Stage4 (128).jpg,78.23,24.25,3.67,36.5
Stage4 (129).jpg,78.43,24.45,3.87,36.7
Stage4 (130).jpg,78.63,24.65,4.07,36.9
Stage4 (131).jpg,78.83,24.85,4.27,37.1
Stage4 (132).jpg,79.03,25.05,4.47,37.3
Stage4 (133).jpg,79.23,25.25,4.67,37.5
Stage4 (134).jpg,79.43,25.45,4.87,37.7
Stage4 (135).jpg,74.83,20.85,0.27,33.1
Stage4 (136).jpg,75.03,21.05,0.47,33.3
Stage4 (137).jpg,75.23,21.25,0.67,33.5
Stage4 (138).jpg,75.43,21.45,0.87,33.7
Stage4 (139).jpg,75.63,21.65,1.07,33.9
Stage4 (140).jpg,75.83,21.85,1.27,34.1
Stage4 (141).jpg,76.03,22.05,1.47,34.3
Stage4 (142).jpg,76.23,22.25,1.67,34.5
Stage4 (143).jpg,76.63,22.65,2.07,34.9
Stage4 (144).jpg,76.83,22.85,2.27,35.1
Stage4 (145).jpg,77.03,23.05,2.47,35.3
Stage4 (146).jpg,77.23,23.25,2.67,35.5
Stage4 (147).jpg,77.43,23.45,2.87,35.7
Stage4 (148).jpg,77.03,23.05,2.47,35.3
Stage4 (149).jpg,77.23,23.25,2.67,35.5
Stage4 (150).jpg,77.43,23.45,2.87,35.7
Stage4 (151).jpg,77.63,23.65,3.07,35.9
Stage4 (152).jpg,77.83,23.85,3.27,36.1
Stage4 (153).jpg,78.03,24.05,3.47,36.3
Stage4 (154).jpg,78.23,24.25,3.67,36.5
Stage4 (155).jpg,78.43,24.45,3.87,36.7
Stage4 (156).jpg,78.63,24.65,4.07,36.9
Stage4 (157).jpg,78.83,24.85,4.27,37.1
Stage4 (158).jpg,79.03,25.05,4.47,37.3
Stage4 (159).jpg,79.23,25.25,4.67,37.5
Stage4 (160).jpg,79.43,25.45,4.87,37.7
Stage4 (161).jpg,74.83,20.85,0.27,33.1
Stage4 (162).jpg,75.03,21.05,0.47,33.3
Stage4 (163).jpg,75.23,21.25,0.67,33.5
Stage4 (164).jpg,75.43,21.45,0.87,33.7
Stage4 (165).jpg,75.63,21.65,1.07,33.9
Stage4 (166).jpg,75.83,21.85,1.27,34.1
Stage4 (167).jpg,76.03,22.05,1.47,34.3
Stage4 (168).jpg,76.23,22.25,1.67,34.5
Stage4 (169).jpg,76.63,22.65,2.07,34.9
Stage4 (170).jpg,76.83,22.85,2.27,35.1
Stage4 (171).jpg,77.03,23.05,2.47,35.3
Stage4 (172).jpg,77.23,23.25,2.67,35.5
Stage4 (173).jpg,77.43,23.45,2.87,35.7
Stage4 (174).jpg,77.63,23.65,3.07,35.9
Stage4 (175).jpg,77.83,23.85,3.27,36.1
Stage4 (176).jpg,78.03,24.05,3.47,36.3
Stage4 (177).jpg,78.23,24.25,3.67,36.5
Stage4 (178).jpg,78.43,24.45,3.87,36.7
Stage4 (179).jpg,78.63,24.65,4.07,36.9
Stage4 (180).jpg,77.03,23.05,2.47,35.3
Stage4 (181).jpg,77.23,23.25,2.67,35.5
Stage4 (182).jpg,77.43,23.45,2.87,35.7
Stage4 (183).jpg,77.63,23.65,3.07,35.9
Stage4 (184).jpg,77.83,23.85,3.27,36.1
Stage4 (185).jpg,78.03,24.05,3.47,36.3
Stage4 (186).jpg,78.23,24.25,3.67,36.5
Stage4 (187).jpg,78.43,24.45,3.87,36.7
Stage4 (188).jpg,78.63,24.65,4.07,36.9
Stage4 (189).jpg,78.83,24.85,4.27,37.1
Stage4 (190).jpg,79.03,25.05,4.47,37.3
Stage4 (191).jpg,79.23,25.25,4.67,37.5
Stage4 (192).jpg,79.43,25.45,4.87,37.7
Stage4 (193).jpg,74.83,20.85,0.27,33.1
Stage4 (194).jpg,75.03,21.05,0.47,33.3
Stage4 (195).jpg,75.23,21.25,0.67,33.5
Stage4 (196).jpg,75.43,21.45,0.87,33.7
Stage4 (197).jpg,75.63,21.65,1.07,33.9
Stage4 (198).jpg,75.83,21.85,1.27,34.1
Stage4 (199).jpg,77.03,23.05,2.47,35.3
Stage4 (200).jpg,77.23,23.25,2.67,35.5
Stage4 (201).jpg,77.43,23.45,2.87,35.7
Stage4 (202).jpg,77.63,23.65,3.07,35.9
Stage4 (203).jpg,77.83,23.85,3.27,36.1
Stage4 (204).jpg,78.03,24.05,3.47,36.3
Stage4 (205).jpg,78.23,24.25,3.67,36.5
Stage4 (206).jpg,78.43,24.45,3.87,36.7
Stage4 (207).jpg,78.63,24.65,4.07,36.9
Stage4 (208).jpg,78.83,24.85,4.27,37.1
Stage4 (209).jpg,79.03,25.05,4.47,37.3
Stage4 (210).jpg,79.23,25.25,4.67,37.5
Stage4 (211).jpg,79.43,25.45,4.87,37.7
Stage4 (212).jpg,74.83,20.85,0.27,33.1
Stage4 (213).jpg,75.03,21.05,0.47,33.3
Stage4 (214).jpg,75.23,21.25,0.67,33.5
Stage4 (215).jpg,75.43,21.45,0.87,33.7
Stage4 (216).jpg,75.63,21.65,1.07,33.9
Stage4 (217).jpg,75.83,21.85,1.27,34.1
Stage4 (218).jpg,76.03,22.05,1.47,34.3
Stage4 (219).jpg,76.23,22.25,1.67,34.5
Stage4 (220).jpg,76.63,22.65,2.07,34.9
Stage4 (221).jpg,76.83,22.85,2.27,35.1
Stage4 (222).jpg,77.03,23.05,2.47,35.3
Stage4 (223).jpg,77.23,23.25,2.67,35.5
Stage4 (224).jpg,77.43,23.45,2.87,35.7
Stage4 (225).jpg,77.63,23.65,3.07,35.9
Stage4 (226).jpg,77.83,23.85,3.27,36.1
Stage4 (227).jpg,78.03,24.05,3.47,36.3
Stage4 (228).jpg,78.23,24.25,3.67,36.5
Stage4 (229).jpg,78.43,24.45,3.87,36.7
Stage4 (230).jpg,78.63,24.65,4.07,36.9
Stage4 (231).jpg,78.83,24.85,4.27,37.1
Stage4 (232).jpg,79.03,25.05,4.47,37.3
Stage4 (233).jpg,79.23,25.25,4.67,37.5
Stage4 (234).jpg,79.43,25.45,4.87,37.7
Stage4 (235).jpg,74.83,20.85,0.27,33.1
Stage4 (236).jpg,75.03,21.05,0.47,33.3
Stage4 (237).jpg,75.23,21.25,0.67,33.5
Stage4 (238).jpg,75.43,21.45,0.87,33.7
Stage4 (239).jpg,75.63,21.65,1.07,33.9
Stage4 (240).jpg,75.83,21.85,1.27,34.1
Stage4 (241).jpg,76.03,22.05,1.47,34.3
Stage4 (242).jpg,76.23,22.25,1.67,34.5
Stage4 (243).jpg,76.43,22.45,1.87,34.7
Stage4 (244).jpg,76.63,22.65,2.07,34.9
Stage4 (245).jpg,76.83,22.85,2.27,35.1
Stage4 (246).jpg,77.03,23.05,2.47,35.3
Stage4 (247).jpg,77.23,23.25,2.67,35.5
Stage4 (248).jpg,77.43,23.45,2.87,35.7
Stage4 (249).jpg,77.63,23.65,3.07,35.9
Stage4 (250).jpg,77.83,23.85,3.27,36.1
Stage4 (251).jpg,78.03,24.05,3.47,36.3
Stage4 (252).jpg,78.23,24.25,3.67,36.5
Stage4 (253).jpg,78.43,24.45,3.87,36.7
Stage4 (254).jpg,78.63,24.65,4.07,36.9
Stage4 (255).jpg,78.83,24.85,4.27,37.1
Stage4 (256).jpg,79.03,25.05,4.47,37.3
Stage4 (257).jpg,79.23,25.25,4.67,37.5
Stage4 (258).jpg,79.43,25.45,4.87,37.7
Stage4 (259).jpg,78.03,24.05,3.47,36.3
Stage4 (260).jpg,78.23,24.25,3.67,36.5
Stage4 (261).jpg,78.43,24.45,3.87,36.7
Stage4 (262).jpg,78.63,24.65,4.07,36.9
Stage4 (263).jpg,77.03,23.05,2.47,35.3
Stage4 (264).jpg,77.23,23.25,2.67,35.5
Stage4 (265).jpg,77.43,23.45,2.87,35.7
Stage4 (266).jpg,77.63,23.65,3.07,35.9
Stage4 (267).jpg,77.83,23.85,3.27,36.1
Stage4 (268).jpg,78.03,24.05,3.47,36.3
Stage4 (269).jpg,78.23,24.25,3.67,36.5
Stage4 (270).jpg,78.43,24.45,3.87,36.7
Stage4 (271).jpg,78.63,24.65,4.07,36.9
Stage4 (272).jpg,78.83,24.85,4.27,37.1
Stage4 (273).jpg,79.03,25.05,4.47,37.3
Stage4 (274).jpg,79.23,25.25,4.67,37.5
Stage4 (275).jpg,79.43,25.45,4.87,37.7
Stage4 (276).jpg,74.83,20.85,0.27,33.1
Stage4 (277).jpg,75.03,21.05,0.47,33.3
Stage4 (278).jpg,75.23,21.25,0.67,33.5
Stage4 (279).jpg,75.43,21.45,0.87,33.7
Stage4 (280).jpg,75.63,21.65,1.07,33.9
Stage4 (281).jpg,75.83,21.85,1.27,34.1
Stage4 (282).jpg,76.03,22.05,1.47,34.3
Stage4 (283).jpg,76.23,22.25,1.67,34.5
Stage4 (284).jpg,76.63,22.65,2.07,34.9
Stage4 (285).jpg,76.83,22.85,2.27,35.1
Stage4 (286).jpg,77.03,23.05,2.47,35.3
Stage4 (287).jpg,77.23,23.25,2.67,35.5
Stage4 (288).jpg,77.43,23.45,2.87,35.7
Stage4 (289).jpg,77.63,23.65,3.07,35.9
Stage4 (290).jpg,77.83,23.85,3.27,36.1
Stage4 (291).jpg,78.03,24.05,3.47,36.3
Stage4 (292).jpg,78.23,24.25,3.67,36.5
Stage4 (293).jpg,78.43,24.45,3.87,36.7
Stage4 (294).jpg,78.63,24.65,4.07,36.9
Stage4 (295).jpg,78.83,24.85,4.27,37.1
Stage4 (296).jpg,79.03,25.05,4.47,37.3
Stage4 (297).jpg,79.23,25.25,4.67,37.5
Stage4 (298).jpg,79.43,25.45,4.87,37.7
Stage4 (299).jpg,74.83,20.85,0.27,33.1
Stage4 (300).jpg,75.03,21.05,0.47,33.3
Stage4 (301).jpg,75.23,21.25,0.67,33.5
Stage4 (302).jpg,75.43,21.45,0.87,33.7
Stage4 (303).jpg,75.63,21.65,1.07,33.9
Stage4 (304).jpg,75.83,21.85,1.27,34.1
Stage4 (305).jpg,76.03,22.05,1.47,34.3
Stage4 (306).jpg,76.23,22.25,1.67,34.5
Stage4 (307).jpg,76.43,22.45,1.87,34.7
Stage4 (308).jpg,76.63,22.65,2.07,34.9
Stage4 (309).jpg,76.83,22.85,2.27,35.1
Stage4 (310).jpg,77.03,23.05,2.47,35.3
Stage4 (311).jpg,77.23,23.25,2.67,35.5
Stage4 (312).jpg,77.43,23.45,2.87,35.7
Stage4 (313).jpg,77.63,23.65,3.07,35.9
Stage4 (314).jpg,77.83,23.85,3.27,36.1
Stage4 (315).jpg,78.03,24.05,3.47,36.3
Stage4 (316).jpg,78.23,24.25,3.67,36.5
Stage4 (317).jpg,78.43,24.45,3.87,36.7
Stage4 (318).jpg,78.63,24.65,4.07,36.9
Stage4 (319).jpg,78.83,24.85,4.27,37.1
Stage4 (320).jpg,77.03,23.05,2.47,35.3
Stage4 (321).jpg,77.23,23.25,2.67,35.5
Stage4 (322).jpg,77.43,23.45,2.87,35.7
Stage4 (323).jpg,77.63,23.65,3.07,35.9
Stage4 (324).jpg,77.83,23.85,3.27,36.1
Stage4 (325).jpg,78.03,24.05,3.47,36.3
Stage4 (326).jpg,78.23,24.25,3.67,36.5
Stage4 (327).jpg,78.43,24.45,3.87,36.7
Stage4 (328).jpg,78.63,24.65,4.07,36.9
Stage4 (329).jpg,78.83,24.85,4.27,37.1
Stage4 (330).jpg,79.03,25.05,4.47,37.3
Stage4 (331).jpg,79.23,25.25,4.67,37.5
Stage4 (332).jpg,79.43,25.45,4.87,37.7
Stage4 (333).jpg,74.83,20.85,0.27,33.1
Stage4 (334).jpg,75.03,21.05,0.47,33.3
Stage4 (335).jpg,75.23,21.25,0.67,33.5
Stage4 (336).jpg,75.43,21.45,0.87,33.7
Stage4 (337).jpg,75.63,21.65,1.07,33.9
Stage4 (338).jpg,75.83,21.85,1.27,34.1
Stage4 (339).jpg,76.03,22.05,1.47,34.3
Stage4 (340).jpg,76.23,22.25,1.67,34.5
Stage4 (341).jpg,76.63,22.65,2.07,34.9
Stage4 (342).jpg,76.83,22.85,2.27,35.1
Stage4 (343).jpg,77.03,23.05,2.47,35.3
Stage4 (344).jpg,77.23,23.25,2.67,35.5
Stage4 (345).jpg,77.43,23.45,2.87,35.7
Stage4 (346).jpg,77.63,23.65,3.07,35.9
Stage4 (347).jpg,77.83,23.85,3.27,36.1
Stage4 (348).jpg,78.03,24.05,3.47,36.3
Stage4 (349).jpg,78.23,24.25,3.67,36.5
Stage4 (350).jpg,78.43,24.45,3.87,36.7
Stage4 (351).jpg,78.63,24.65,4.07,36.9
Stage4 (352).jpg,78.83,24.85,4.27,37.1
Stage4 (353).jpg,79.03,25.05,4.47,37.3
Stage4 (354).jpg,79.23,25.25,4.67,37.5
Stage4 (355).jpg,79.43,25.45,4.87,37.7
Stage4 (356).jpg,74.83,20.85,0.27,33.1
Stage4 (357).jpg,75.03,21.05,0.47,33.3
Stage4 (358).jpg,75.23,21.25,0.67,33.5
Stage4 (359).jpg,75.43,21.45,0.87,33.7
Stage4 (360).jpg,75.63,21.65,1.07,33.9
Stage4 (361).jpg,75.83,21.85,1.27,34.1
Stage4 (362).jpg,76.03,22.05,1.47,34.3
Stage4 (363).jpg,76.23,22.25,1.67,34.5
Stage4 (364).jpg,76.43,22.45,1.87,34.7
Stage4 (365).jpg,76.63,22.65,2.07,34.9
Stage4 (366).jpg,76.83,22.85,2.27,35.1
Stage4 (367).jpg,77.03,23.05,2.47,35.3
Stage4 (368).jpg,77.23,23.25,2.67,35.5
Stage4 (369).jpg,77.43,23.45,2.87,35.7
Stage4 (370).jpg,77.63,23.65,3.07,35.9
Stage4 (371).jpg,77.83,23.85,3.27,36.1
Stage4 (372).jpg,78.03,24.05,3.47,36.3
Stage4 (373).jpg,78.23,24.25,3.67,36.5
Stage4 (374).jpg,78.43,24.45,3.87,36.7
Stage4 (375).jpg,78.63,24.65,4.07,36.9
Stage4 (376).jpg,78.83,24.85,4.27,37.1
Stage4 (377).jpg,79.03,25.05,4.47,37.3
Stage4 (378).jpg,79.23,25.25,4.67,37.5
Stage4 (379).jpg,79.43,25.45,4.87,37.7
Stage4 (380).jpg,78.03,24.05,3.47,36.3
Stage4 (381).jpg,78.23,24.25,3.67,36.5
Stage4 (382).jpg,78.43,24.45,3.87,36.7
Stage4 (383).jpg,78.63,24.65,4.07,36.9
Stage4 (384).jpg,78.83,24.85,4.27,37.1
Stage4 (385).jpg,79.03,25.05,4.47,37.3
Stage4 (386).jpg,79.23,25.25,4.67,37.5
Stage4 (387).jpg,79.43,25.45,4.87,37.7
Stage4 (388).jpg,74.83,20.85,0.27,33.1
Stage4 (389).jpg,78.03,24.05,3.47,36.3
Stage4 (390).jpg,78.23,24.25,3.67,36.5
Stage4 (391).jpg,78.43,24.45,3.87,36.7
Stage4 (392).jpg,78.63,24.65,4.07,36.9
Stage4 (393).jpg,78.83,24.85,4.27,37.1
Stage4 (394).jpg,78.03,24.05,3.47,36.3
Stage4 (395).jpg,78.23,24.25,3.67,36.5
Stage4 (396).jpg,78.43,24.45,3.87,36.7
Stage4 (397).jpg,78.63,24.65,4.07,36.9
Stage4 (398).jpg,78.83,24.85,4.27,37.1
Stage4 (399).jpg,79.03,25.05,4.47,37.3
Stage4 (400).jpg,79.23,25.25,4.67,37.5
Stage4 (401).jpg,79.43,25.45,4.87,37.7
Stage4 (402).jpg,74.83,20.85,0.27,33.1
Stage4 (403).jpg,75.03,21.05,0.47,33.3
Stage4 (404).jpg,77.03,23.05,2.47,35.3
Stage4 (405).jpg,77.23,23.25,2.67,35.5
Stage4 (406).jpg,77.43,23.45,2.87,35.7
Stage4 (407).jpg,77.63,23.65,3.07,35.9
Stage4 (408).jpg,77.83,23.85,3.27,36.1
Stage4 (409).jpg,78.03,24.05,3.47,36.3
Stage4 (410).jpg,78.23,24.25,3.67,36.5
Stage4 (411).jpg,78.43,24.45,3.87,36.7
Stage4 (412).jpg,78.63,24.65,4.07,36.9
Stage4 (413).jpg,78.83,24.85,4.27,37.1
Stage4 (414).jpg,79.03,25.05,4.47,37.3
Stage4 (415).jpg,79.23,25.25,4.67,37.5
Stage4 (416).jpg,79.43,25.45,4.87,37.7
Stage4 (417).jpg,74.83,20.85,0.27,33.1
Stage4 (418).jpg,75.03,21.05,0.47,33.3
Stage4 (419).jpg,75.23,21.25,0.67,33.5
Stage4 (420).jpg,75.43,21.45,0.87,33.7
Stage4 (421).jpg,75.63,21.65,1.07,33.9
Stage4 (422).jpg,75.83,21.85,1.27,34.1
Stage4 (423).jpg,76.03,22.05,1.47,34.3
Stage4 (424).jpg,76.23,22.25,1.67,34.5
Stage4 (425).jpg,76.63,22.65,2.07,34.9
Stage4 (426).jpg,76.83,22.85,2.27,35.1
Stage4 (427).jpg,77.03,23.05,2.47,35.3
Stage4 (428).jpg,77.23,23.25,2.67,35.5
Stage4 (429).jpg,77.43,23.45,2.87,35.7
Stage4 (430).jpg,77.63,23.65,3.07,35.9
Stage4 (431).jpg,77.83,23.85,3.27,36.1
Stage4 (432).jpg,78.03,24.05,3.47,36.3
Stage4 (433).jpg,78.23,24.25,3.67,36.5
Stage4 (434).jpg,78.43,24.45,3.87,36.7
Stage4 (435).jpg,78.63,24.65,4.07,36.9
Stage4 (436).jpg,78.83,24.85,4.27,37.1
Stage4 (437).jpg,79.03,25.05,4.47,37.3
Stage4 (438).jpg,79.23,25.25,4.67,37.5
Stage4 (439).jpg,79.43,25.45,4.87,37.7
Stage4 (440).jpg,74.83,20.85,0.27,33.1
Stage4 (441).jpg,75.03,21.05,0.47,33.3
Stage4 (442).jpg,75.23,21.25,0.67,33.5
Stage4 (443).jpg,75.43,21.45,0.87,33.7
Stage4 (444).jpg,75.63,21.65,1.07,33.9
Stage4 (445).jpg,75.83,21.85,1.27,34.1
Stage4 (446).jpg,76.03,22.05,1.47,34.3
Stage4 (447).jpg,76.23,22.25,1.67,34.5
Stage4 (448).jpg,76.43,22.45,1.87,34.7
Stage4 (449).jpg,76.63,22.65,2.07,34.9
Stage4 (450).jpg,76.83,22.85,2.27,35.1
Stage4 (451).jpg,77.03,23.05,2.47,35.3
Stage4 (452).jpg,77.23,23.25,2.67,35.5
Stage4 (453).jpg,77.43,23.45,2.87,35.7
Stage4 (454).jpg,77.63,23.65,3.07,35.9
Stage4 (455).jpg,77.83,23.85,3.27,36.1
Stage4 (456).jpg,78.03,24.05,3.47,36.3
Stage4 (457).jpg,78.23,24.25,3.67,36.5
Stage4 (458).jpg,78.43,24.45,3.87,36.7
Stage4 (459).jpg,78.63,24.65,4.07,36.9
Stage4 (460).jpg,78.83,24.85,4.27,37.1
Stage4 (461).jpg,79.03,25.05,4.47,37.3
Stage4 (462).jpg,79.23,25.25,4.67,37.5
Stage4 (463).jpg,79.43,25.45,4.87,37.7
Stage4 (464).jpg,78.03,24.05,3.47,36.3
Stage4 (465).jpg,78.23,24.25,3.67,36.5
Stage4 (466).jpg,78.43,24.45,3.87,36.7
Stage4 (467).jpg,78.63,24.65,4.07,36.9
Stage4 (468).jpg,78.83,24.85,4.27,37.1
Stage4 (469).jpg,79.03,25.05,4.47,37.3
Stage4 (470).jpg,79.23,25.25,4.67,37.5
Stage4 (471).jpg,79.43,25.45,4.87,37.7
Stage4 (472).jpg,74.83,20.85,0.27,33.1
Stage4 (473).jpg,78.03,24.05,3.47,36.3
Stage4 (474).jpg,78.23,24.25,3.67,36.5
Stage4 (475).jpg,78.43,24.45,3.87,36.7
Stage4 (476).jpg,78.63,24.65,4.07,36.9
Stage4 (477).jpg,78.83,24.85,4.27,37.1
Stage4 (478).jpg,78.03,24.05,3.47,36.3
Stage4 (479).jpg,78.23,24.25,3.67,36.5
Stage4 (480).jpg,78.43,24.45,3.87,36.7
Stage4 (481).jpg,78.63,24.65,4.07,36.9
Stage4 (482).jpg,78.83,24.85,4.27,37.1
Stage4 (483).jpg,79.03,25.05,4.47,37.3
Stage4 (484).jpg,79.23,25.25,4.67,37.5
Stage4 (485).jpg,79.43,25.45,4.87,37.7
Stage4 (486).jpg,74.83,20.85,0.27,33.1
Stage4 (487).jpg,75.03,21.05,0.47,33.3
Stage4 (488).jpg,75.23,21.25,0.67,33.5
Stage4 (489).jpg,75.43,21.45,0.87,33.7
Stage4 (490).jpg,75.63,21.65,1.07,33.9
Stage4 (491).jpg,75.83,21.85,1.27,34.1
Stage4 (492).jpg,76.03,22.05,1.47,34.3
Stage4 (493).jpg,76.23,22.25,1.67,34.5
Stage4 (494).jpg,76.63,22.65,2.07,34.9
Stage4 (495).jpg,76.83,22.85,2.27,35.1
Stage4 (496).jpg,77.03,23.05,2.47,35.3
Stage4 (497).jpg,77.23,23.25,2.67,35.5
Stage4 (498).jpg,77.43,23.45,2.87,35.7
Stage4 (499).jpg,76.23,22.25,1.67,34.5
Stage4 (500).jpg,76.63,22.65,2.07,34.9
Stage4 (501).jpg,76.83,22.85,2.27,35.1
Stage4 (502).jpg,78.03,24.05,3.47,36.3
Stage4 (503).jpg,78.23,24.25,3.67,36.5
Stage4 (504).jpg,78.43,24.45,3.87,36.7
Stage4 (505).jpg,78.63,24.65,4.07,36.9
Stage4 (506).jpg,78.83,24.85,4.27,37.1
Stage4 (507).jpg,79.03,25.05,4.47,37.3
Stage4 (508).jpg,79.23,25.25,4.67,37.5
Stage4 (509).jpg,79.43,25.45,4.87,37.7
Stage4 (510).jpg,74.83,20.85,0.27,33.1
Stage4 (511).jpg,75.03,21.05,0.47,33.3
Stage4 (512).jpg,75.23,21.25,0.67,33.5
Stage4 (513).jpg,75.43,21.45,0.87,33.7
Stage4 (514).jpg,75.63,21.65,1.07,33.9
Stage4 (515).jpg,75.83,21.85,1.27,34.1
Stage4 (516).jpg,76.03,22.05,1.47,34.3
Stage4 (517).jpg,76.23,22.25,1.67,34.5
Stage4 (518).jpg,76.63,22.65,2.07,34.9
Stage4 (519).jpg,78.03,24.05,3.47,36.3
Stage4 (520).jpg,78.23,24.25,3.67,36.5
Stage4 (521).jpg,78.43,24.45,3.87,36.7
Stage4 (522).jpg,78.63,24.65,4.07,36.9
Stage4 (523).jpg,78.83,24.85,4.27,37.1
Stage4 (524).jpg,79.03,25.05,4.47,37.3
Stage4 (525).jpg,79.23,25.25,4.67,37.5
Stage4 (526).jpg,79.43,25.45,4.87,37.7
Stage4 (527).jpg,74.83,20.85,0.27,33.1
Stage4 (528).jpg,75.03,21.05,0.47,33.3
Stage4 (529).jpg,75.23,21.25,0.67,33.5
Stage4 (530).jpg,75.43,21.45,0.87,33.7
Stage4 (531).jpg,75.63,21.65,1.07,33.9
Stage4 (532).jpg,75.83,21.85,1.27,34.1
Stage4 (533).jpg,76.03,22.05,1.47,34.3
Stage4 (534).jpg,76.23,22.25,1.67,34.5
Stage4 (535).jpg,76.63,22.65,2.07,34.9
Stage4 (536).jpg,76.83,22.85,2.27,35.1
Stage4 (537).jpg,77.03,23.05,2.47,35.3
Stage4 (538).jpg,77.23,23.25,2.67,35.5
Stage4 (539).jpg,77.43,23.45,2.87,35.7
Stage4 (540).jpg,79.03,25.05,4.47,37.3
Stage4 (541).jpg,79.23,25.25,4.67,37.5
Stage4 (542).jpg,79.43,25.45,4.87,37.7
Stage4 (543).jpg,74.83,20.85,0.27,33.1
Stage4 (544).jpg,75.03,21.05,0.47,33.3
Stage4 (545).jpg,75.23,21.25,0.67,33.5
Stage4 (546).jpg,75.43,21.45,0.87,33.7
Stage4 (547).jpg,75.63,21.65,1.07,33.9
Stage4 (548).jpg,75.83,21.85,1.27,34.1
Stage4 (549).jpg,76.03,22.05,1.47,34.3
,,,,
